NO,개설부서,교과목-분반,교과목명,이수구분,세부분류,교과연구,담당교수,"과정
구분",강/실/학,시간표,강의실,"수강
정원","강의
계획서","설명
영상",강의언어
244,기초교육학부,GS2652-01,영어 II : 이공계 글쓰기 입문,필수,,교과,제프리 발드윈[62912],학사,3/0/2,"월 09:00~10:30
수 09:00~10:30",,16,view,,English
245,기초교육학부,GS2652-02,영어 II : 이공계 글쓰기 입문,필수,,교과,레베카 배[62607],학사,3/0/2,"화 09:00~10:30
목 09:00~10:30",,16,view,,English
246,기초교육학부,GS2652-03,영어 II : 이공계 글쓰기 입문,필수,,교과,토마스 터너[62846],학사,3/0/2,"월 10:30~12:00
수 10:30~12:00",,16,view,,English
247,기초교육학부,GS2652-04,영어 II : 이공계 글쓰기 입문,필수,,교과,레베카 배[62607],학사,3/0/2,"화 10:30~12:00
목 10:30~12:00",,16,view,,English
248,기초교육학부,GS2652-05,영어 II : 이공계 글쓰기 입문,필수,,교과,리스 존 랜달[64277],학사,3/0/2,"화 10:30~12:00
목 10:30~12:00",,16,view,,English
249,기초교육학부,GS2652-06,영어 II : 이공계 글쓰기 입문,필수,,교과,존 윌스[62914],학사,3/0/2,"화 13:00~14:30
목 13:00~14:30",,16,view,,English
250,기초교육학부,GS2652-07,영어 II : 이공계 글쓰기 입문,필수,,교과,토마스 터너[62846],학사,3/0/2,"월 13:00~14:30
수 13:00~14:30",,16,view,,English
251,기초교육학부,GS2652-08,영어 II : 이공계 글쓰기 입문,필수,,교과,데이비드[62004],학사,3/0/2,"월 14:30~16:00
수 14:30~16:00",,16,view,,English
252,기초교육학부,GS2652-09,영어 II : 이공계 글쓰기 입문,필수,,교과,제프리 발드윈[62912],학사,3/0/2,"화 09:00~10:30
목 09:00~10:30",,16,view,,English
253,기초교육학부,GS2653-01,연구 윤리의 이해와 토론,선택,,교과,엘리스 리[61457],학사,3/0/2,"월 10:30~12:00
수 10:30~12:00",,15,view,,English
254,기초교육학부,GS2661-01,논리학 입문,선택,,교과,원치욱[62072],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,30,view,,Korean
255,기초교육학부,GS2724-01,거시경제학원론,선택,,교과,김상호[61574],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,English
256,기초교육학부,GS2743-01,인간의 마음과 행동 2,선택,,교과,최원일[62488],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,30,view,,Korean
257,기초교육학부,GS2748-01,언어와 마음: 언어심리학적 접근,선택,,교과,최원일[62488],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,30,view,,Korean
258,기초교육학부,GS2751-01,전략경영 I,선택,,교과,진규호[62454],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,30,view,,Korean
259,기초교육학부,GS2753-01,기술벤처창업론,선택,,교과,진규호[62454],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,30,view,,Korean
260,기초교육학부,GS2763-01,현대법학의 이해,선택,,교과,김건우[61974],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,25,view,,Korean
261,기초교육학부,GS2765-01,헌법과 국가,선택,,교과,김건우[61974],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,20,view,,Korean
262,기초교육학부,GS2788-01,민주주의론,선택,,교과,김혜림[64283],학사,3/0/3,"화 14:30~16:00
목 14:30~16:00",,30,view,,Korean
263,기초교육학부,GS2789-01,안보와 무기체계,선택,,교과,김혜림[64283],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",,30,view,,Korean
264,기초교육학부,GS2794-01,현대사회사상의 흐름,선택,,교과,박명규[63823],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,Korean
265,기초교육학부,GS2795-01,문명으로 보는 21세기,선택,,교과,박명규[63823],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,Korean
266,기초교육학부,GS2824-01,문명과 수학,선택,,교과,김홍종[63637],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,30,view,,English/Korean
267,기초교육학부,GS2825-01,연구자 되기,선택,,교과,김태영[61668],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,Korean
268,기초교육학부,GS2835-01,인간과 식물,선택,,교과,김은석[61667],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,0,view,,English/Korean
269,기초교육학부,GS2932-01,독일어 2,선택,,교과,정영희[64549],학사,2/0/2,금 09:00~11:00,,30,view,,Korean
270,기초교육학부,GS2934-01,환경모니터링,선택,,교과,수띠퐁 스띠아노프카오[63371],학사,3/0/3,"화 13:00~14:30
목 13:00~14:30",,35,view,,English
271,기초교육학부,GS3016-01,푸리에 해석학,선택,,교과,김홍종[63637],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",,30,view,,English/Korean
272,기초교육학부,GS3401-01,(MOOC 지정) 프론트엔드 웹 개발,선택,,교과,브라이언 도리얼[63478],학사,4/0/2,All 00:00~00:00,,50,view,,English
273,기초교육학부,GS3502-01,시창작 특강,선택,,교과,이수정[61779],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,20,view,,Korean
274,기초교육학부,GS3507-01,콘텐츠 기획과 제작,선택,,교과,윤필상[63439],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,15,view,,Korean
275,기초교육학부,GS3602-01,역사학특강,선택,,교과,신진혜[64024],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,25,view,,Korean
276,기초교육학부,GS3605-01,조선시대 의례사,선택,,교과,신진혜[64024],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,25,view,,Korean
277,기초교육학부,GS3631-01,마음과 컴퓨터,선택,,교과,원치욱[62072],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,20,view,,Korean
278,기초교육학부,GS3651-01,영어 III. 이공계 논문쓰기,선택,,교과,엘리스 리[61457],학사,3/0/2,"화 13:00~14:30
목 13:00~14:30",,15,view,,English
279,기초교육학부,GS3736-01,통일독일과 남북통일,선택,,교과,김상호[61574],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,Korean
280,기초교육학부,GS3754-01,사회물리학: 네트워크적 접근,선택,,교과,진규호[62454],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,Korean
281,기초교육학부,GS3764-01,뇌와 인지,선택,,교과,최원일[62488],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,30,view,,Korean
282,기초교육학부,GS3767-01,(MOOC 지정) 인공지능 로봇의 윤리,선택,,교과,김건우[61974],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,20,view,,Korean
283,기초교육학부,GS3831-01,과학기술학의 이해: 과학사회논쟁의 쟁점과 윤리,선택,,교과,하대청[62922],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,25,view,,Korean
284,기초교육학부,GS3839-01,질병과 사회,선택,,교과,하대청[62922],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,12,view,,Korean
285,기초교육학부,GS4005-01,과학계산 프로그래밍,선택,,교과,황치옥[60934],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,English/Korean
286,기초교육학부,GS4006-01,정수론과 응용,선택,,교과,송정민[61101],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,English/Korean
287,기초교육학부,GS4007-01,기하학 I,선택,,교과,강현석[61973],학사,3/0/3,"화 14:30~16:00
목 14:30~16:00",,30,view,,English/Korean
288,기초교육학부,GS4009-01,그래프 이론,선택,,교과,최정옥[61376],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,English/Korean
289,기초교육학부,GS4837-01,과학기술과 사회 연구 세미나,선택,,교과,하대청[62922],학사,3/0/3,"월 17:30~19:00
수 17:30~19:00",,15,view,,Korean
290,지능로봇 부전공,IR2201-01,회로이론,선택,,교과,박창수[63581],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",전기전자컴퓨터공학부B(B203),30,view,,English
291,지능로봇 부전공,IR2202-01,동역학,선택,,교과,허필원[63766],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",기계공학부(114),0,view,,English
292,지능로봇 부전공,IR4205-01,로봇공학,선택,,교과,윤정원[62811],학사,2/2/3,"화 09:00~10:30
화 13:00~14:30",,20,view,,English
293,지능로봇 부전공,IR4209-01,로봇제어,선택,,교과,류제하[01033],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",다산빌딩(학제융합연구동)(601),10,view,,English/Korean
294,인문학·사회과학 부전공,LH2506-01,한국현대시인론,선택,,교과,이수정[61779],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,30,view,,Korean
295,인문학·사회과학 부전공,LH2511-01,현대시 읽기,선택,,교과,이수정[61779],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,Korean
296,인문학·사회과학 부전공,LH2525-01,근대의 모험: 서구근대문학의 이해 Ⅱ,선택,,교과,이시연[60939],학사,3/0/3,"화 09:00~10:30
목 09:00~10:30",,30,view,,Korean
297,인문학·사회과학 부전공,LH2602-01,한국사의 이해,필수,,교과,신진혜[64024],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,25,view,,Korean
298,인문학·사회과학 부전공,LH2613-01,현대서양의 형성과 전개,선택,,교과,김동혁[62921],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",,30,view,,Korean
299,인문학·사회과학 부전공,LH2616-01,장기 19세기 서양 역사,선택,,교과,김동혁[62921],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,30,view,,Korean
300,인문학·사회과학 부전공,LH2618-01,중동부 유럽 및 러시아의 역사,선택,,교과,김동혁[62921],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,30,view,,Korean
301,인문학·사회과학 부전공,LH3502-01,시창작 특강,선택,,교과,이수정[61779],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,20,view,,Korean
302,인문학·사회과학 부전공,LH3602-01,역사학특강,선택,,교과,신진혜[64024],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,25,view,,Korean
303,인문학·사회과학 부전공,LH3605-01,조선시대 의례사,선택,,교과,신진혜[64024],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,25,view,,Korean
304,신소재공학부,MA2104-01,고분자과학,필수,,교과,고흥조[60688],학사,3/0/3,"월 14:30~16:00
수 14:30~16:00",,50,view,,English
305,신소재공학부,MA2201-01,재료물리화학,선택,,교과,윤명한[61081],학사,3/0/3,"월 09:00~10:30
수 09:00~10:30",,16,view,,English
306,신소재공학부,MA3105-01,유기재료실험,필수,,교과,"김봉중[30656]
이준[62176]",학사,1/4/3,화 13:00~17:30,,30,view,,English
307,신소재공학부,MA3203-01,재료의 결정구조,선택,,교과,이상한[61798],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",,25,view,,English
308,신소재공학부,MA3210-01,고분자 화학,선택,,교과,박지웅[01182],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,0,view,,English
309,신소재공학부,MA4202-01,박막공학,선택,,교과,정건영[60176],학사,3/0/3,"화 10:30~12:00
목 10:30~12:00",,16,view,,English
310,신소재공학부,MA4226-01,초분자 재료,선택,,교과,이은지[62933],학사,3/0/3,"월 10:30~12:00
수 10:30~12:00",신소재공학부(205-206),10,view,,English
311,신소재공학부,MA4227-01,핵산 하이브리드 소재,선택,,교과,최영재[64068],학사,3/0/3,"월 13:00~14:30
수 13:00~14:30",신소재공학부(205-206),20,view,,English
312,신소재공학부,MA9101-01,학사논문연구,연구,,논문연구,,학사,0/0/3,,,0,view,,English
313,신소재공학부,MA9102-01,학사논문연구 I,연구,,논문연구,,학사,0/0/3,,,0,view,,
314,신소재공학부,MA9103-01,학사논문연구 II,연구,,논문연구,,학사,0/0/3,,,0,view,,
315,인문학·사회과학 부전공,MB2661-01,논리학 입문,선택,,교과,원치욱[62072],학사,3/0/3,"월 16:00~17:30
수 16:00~17:30",,30,view,,Korean
